user_id,item_id
10713699,191562642
10713699,19926376
10713699,263149861
10713699,260542137
10713699,53585255
10713699,354068638
10713699,2097060
10713699,175630081
10713699,192742411
107214401,393879687
107264414,274520757
107264414,131930485
107264414,120317351
107264414,27096722
107294201,215669800
107295845,20334717
107295845,147333122
107295845,383177998
107295845,157848892
107295845,252418251
107295845,111523395
107295845,285378115
107295845,187537875
107295845,325584464
107295845,381541002
107295845,80203744
107369933,50835840
107447408,179363807
107447408,403434589
107447408,37408890
107447408,24002445
107447408,328689347
107447693,221843667
107447693,113721742
107447693,113721742
107447693,221843667
107447693,113721742
10752753,397167108
10752753,50958955
10752753,50958955
10763160,150291045
10763160,195246091
10763160,220922251
10763160,366180043
107666198,377957911
107666198,300627110
107666198,271913347
107713439,320041473
107713439,315334265
107713439,118870250
107713439,283263729
107713439,38023782
107902802,127132351
107902802,327186410
107947538,57370680
107947538,251310337
107947538,48381460
107947538,262940982
107947538,399122458
108032747,398741679
108034286,361972866
108034286,264127994
108034286,285592804
108034286,310502838
108034286,203542171
108034286,308288406
108034286,169877294
108034286,8224764
108034286,128622321
108034286,324367739
108034286,359842897
108034286,124360724
108034286,313028228
108034286,384230047
108034286,128768631
108034286,195993872
108034286,258592654
108034286,376994038
108034286,215155406
108034286,391421702
108034286,113163052
108034286,348046170
108034286,140504758
108034286,215219988
108034286,80210385
108034286,73076698
108034286,307455680
108034286,308288406
108034286,392832563
108034286,134948987
108034286,340104830
108049880,105794710
108049880,103457961
108049880,87332116
108049880,273061387
108049880,33997152
108049880,226835297
108049880,380118832
108049880,247906664
108049880,239997527
108049880,115385611
108049880,145535535
108049880,73862910
108049880,44633342
108049880,57018002
108049880,331412845
108049880,138110257
108049880,97632571
108049880,267940233
108049880,179870539
108049880,143559016
108049880,246632065
108049880,298649846
108049880,264794357
108049880,298359190
108049880,391626438
108049880,379495252
108049880,192651385
108170081,148287480
108170081,324477898
108170081,190790016
108170081,116619253
108170081,282182094
108170081,126304829
108170081,324477898
108191114,243504133
108191114,124009501
10820115,322187454
10820115,86071912
10820115,164210470
10820115,230857279
10820115,195006287
10820115,142839595
10820115,61669031
10820115,76187584
10820115,352211501
10820115,140386280
10820115,292804436
10820115,109447458
10820115,132786533
10820115,303788543
10820115,98195170
10820115,264268988
10823697,139072455
10823697,161174301
108253988,107933862
108324380,397667696
108324380,347954107
108324380,295446386
108324380,323431775
108324380,171196095
108324380,344752279
108324380,295446386
108324380,294744523
108324380,142821031
108324380,222911587
108324380,20144242
108324380,267855267
108324380,94317347
108324380,355353092
108324380,1405823
108324380,220362981
108324380,86526646
108324380,123911687
108324380,263695733
108324380,39430267
108324380,399360423
108324380,324848494
108324380,382390594
108324380,353452163
108324380,18006488
108324380,369499613
108324380,217665609
108324380,403301367
108324380,89307024
108324380,354021242
108324380,21220132
108324380,380235959
108461135,334511672
108556142,125030404
108556142,58401212
108622250,190364134
108622250,150624431
108622250,154505873
108648119,375954542
108648119,49785330
108648119,293816737
108648119,97064041
108648119,54274696
108648119,22637556
108648119,41161652
108648119,126321591
108648119,149186068
108648119,228954060
108648119,285807734
108648119,236327504
108648119,43920835
108648119,345178804
108648119,358526340
108648119,207325791
108648119,226643438
108648119,165059063
108648119,37885997
108648119,221970544
108809234,278950351
108810920,253117795
108810920,39475688
108810920,363007173
108810920,50346290
108925355,277381283
108925355,325504418
108925355,377480802
108927293,289875755
108927293,310902887
108934622,260903619
108934622,50294224
108934622,329576721
108934622,398908762
109016093,398105124
109164452,127881668
109164452,252652106
109164452,382970681
109164452,134282248
109168841,318527640
109257920,211193645
109400696,119062512
109400696,43053457
109400696,326706102
109579014,222981673
109579014,134427531
109647060,202585717
109706751,239609682
109706751,246491747
109706751,40071398
110051854,242378697
110051854,381620848
110051854,395321420
110051854,322644269
110051854,296253594
110051854,322654380
110051854,329145703
110068303,101726918
110068303,367866845
110115430,112320919
110115430,324276166
110115430,142302885
110115430,155742488
110115430,386967897
110115430,103426515
110115430,158481425
110115430,117908252
110115430,396405322
110115430,145566464
110115430,35194401
110115430,117555881
110115430,142211701
110115430,324276166
110115430,193745159
110115430,363863
110129533,52944069
110129533,97952918
110129533,382180139
110163391,380291439
110163391,361346418
11020158,43924434
11020158,157013608
11020158,1341150
11020158,1341150
11020158,85766470
11020158,45136787
11020158,329116994
11020158,134357230
110216161,215715655
110216161,352912570
110216161,3890977
110231950,273219916
110239930,305700715
110239930,30710090
110239930,354243713
110239930,354243713
110239930,227244875
110239930,318739550
110239930,186091394
110239930,341192423
110239930,204525748
110239930,351022710
110239930,91339942
110239930,236971240
110262583,120655152
11043927,374336583
11043927,194451528
11043927,181070822
110507614,257891992
110507614,344188836
110507614,391032327
110507614,4700654
110507614,124928416
110507614,366692326
110507614,148445031
110507614,73147247
110507614,299804746
110507614,99233421
110507614,331935492
110507614,287679676
110507614,78255054
110507614,285324073
110507614,268597521
110507614,307093644
110507614,235657823
110507614,338115665
110507614,108512105
110507614,175894872
110507614,78957839
110507614,129194212
110507614,178079280
110507614,393705603
110507614,257891992
110507614,394644179
110507614,383665025
110507614,268597521
110581771,137305751
110581771,269698587
110581771,134589141
110581771,108548879
110581771,188391661
110581771,121704204
110581771,316874745
110581771,265037585
110606692,55461991
110613622,62737331
110613622,348286403
110613622,326035645
110613622,361249612
110613622,279665528
110613622,342248211
110613622,48234919
110613622,352910294
110634142,204628538
110634142,321022832
110634142,199320229
110634142,226760556
110634142,306308684
110634142,323801605
110634142,67350842
110634142,277080828
110634142,323607754
110634142,196569985
110634142,172459175
110634142,282182094
110634142,163886463
110634142,226760556
110634142,321022832
110634142,90152626
110634142,236309171
110634142,217188916
110634142,199932545
110644654,194327564
110651470,86741277
110651470,195654277
110701894,125855196
110712415,248403525
110712415,184782649
110714353,187277532
110767510,152132458
110767510,20283734
110767510,14419452
110767510,334636272
110770489,240977649
110770489,365531507
110770489,106898762
110794153,245900066
110794153,144972445
110794153,254331629
110840986,258125314
11095878,118215431
110961790,355426498
110961790,276237060
110961790,86633115
110961790,383442264
111013189,226097888
111013189,182200526
111013189,331023660
111111136,192250700
111111136,113250486
111111136,299051658
111111136,189082225
111111136,180501455
111148495,300335167
111148495,228212991
111148495,158502647
111148495,304439320
111148495,139901528
111148495,178524437
111193273,188895046
111193273,369493328
111193273,400179447
111203398,236227144
111294118,177852067
111294118,129754506
111314602,370351518
111314602,6963167
111314602,268751048
111314602,91158921
111314602,346823458
111314602,346823458
111314602,155299963
111314602,394489983
111314602,370351518
111314602,346823458
111314602,235425447
111314602,394760396
111314602,274547776
111314602,394489983
111314602,6963167
111314602,171778981
111314602,235425447
111314602,346823458
111326653,156483649
111326653,328141971
111382789,261554871
111382789,23016633
111382789,90113296
111382789,227826513
111409210,18610877
111409210,314868869
111409210,78072713
111409210,325180378
111409210,287286295
111409210,277269760
111409210,393663385
111409210,134674087
111435559,140081395
111435559,388125268
111435559,6248343
111539434,28779521
111539434,346875603
111539434,360498281
111554425,235318450
111590335,45052748
111590335,323607654
111590335,268925186
111694210,356269830
111694210,199987858
111694210,240570913
111694210,325027735
111714049,113326585
111721663,33912413
111721663,321581281
111721663,171551559
111721663,226631382
111721663,374348339
111721663,322782732
111721663,5069662
111721663,234036424
111793402,194109891
11186895,52342750
111944158,39654643
112049797,71179682
112049797,17589408
112049797,240553577
112049797,180790139
112141018,314670909
112141018,31193281
112141018,33069267
112141018,239817985
112141018,355399139
112141018,20997179
112141018,186834589
112189582,277305637
112392445,74068932
11244543,233292190
11244543,345148877
11244543,176342367
11244543,345148877
11244543,180298377
11244543,242537420
11244543,208717050
11244543,280215543
11244543,244474125
11244543,385729946
11244543,239392671
11244543,233292190
11244543,358655474
11244543,385729946
11244543,280215543
11244543,403115063
11244543,304215066
11244543,244474125
11244543,194855602
11244543,327756401
11244543,269901083
11244543,242537420
11244543,280215543
11244543,242809778
11244543,316136412
11244543,207646870
11244543,230767649
11244543,358655474
11244543,242537420
11244543,239392671
11244543,316136412
11244543,290212267
11244543,230767649
11244543,203980440
11244543,32292888
11244543,290212267
11244543,385729946
112457266,128723856
112457266,597862
112457266,184727550
112457266,392494127
112485514,302363298
112485514,209953710
112508383,399154844
112617688,103534777
11265063,334756894
11265063,238935185
11265063,32026079
11265063,291641770
11265063,209935369
11265063,174382953
11265063,47957965
112679713,325689733
112679713,325689733
112721758,73020988
112721758,135330251
112721758,20247025
112721758,250190894
112721758,391049659
112721758,262303939
112721758,235355835
112721758,393637602
112721758,7539393
112721758,233121875
112721758,252036693
112721758,306778470
112721758,180885138
112721758,162627663
112721758,183278407
112721758,9117397
112721758,74685544
112721758,171948107
112721758,374785252
112721758,129792032
112721758,199105690
112721758,25642304
112721758,111693339
112721758,256479359
112721758,128099697
112721758,188276871
112721758,129792032
112721758,305923855
112721758,165271368
112721758,145853711
112721758,44517804
112721758,300589830
112721758,142969989
112721758,104805218
112721758,95007971
112721758,275991166
112721758,366467826
112721758,154801578
112721758,104972858
112721758,259544199
112721758,167466287
112721758,48933057
112721758,305923855
112721758,216705902
112721758,9635967
112721758,157960969
112721758,13127523
112721758,73521561
112721758,190793069
112721758,190793069
112721758,70472418
112721758,104805218
112721758,199727130
112767187,72328021
11279964,356346136
11279964,369469905
112811530,153788688
112811530,200488592
112847398,310784162
11293311,210171547
11293311,352268671
11293311,54065030
112972786,75107207
112972786,237242216
112972786,6070763
112972786,341459560
112972786,317591479
112972786,286032990
112972786,388780510
112972786,326306192
112972786,374207126
113057321,154574059
113077148,56536689
113077148,335262517
113077148,296402702
113077148,296197601
113077148,210776688
113077148,29197588
113077148,189454363
113077148,59206729
113077148,54852637
113077148,351840377
113077148,85804313
113084363,235540502
113084363,127748323
113343977,23243641
113343977,167959300
113351600,59285648
113489804,264331578
113499119,356358218
113512469,150429306
113512469,61064707
113579729,330674301
113579729,389835413
113579729,389835413
113579729,1786448
113579729,400162878
113640203,369777296
113640203,72847946
113640203,201144627
113640203,24193378
113640203,72847946
11366706,105525851
11366706,319537997
11366706,201594116
11366706,75781490
11366706,88450661
11366706,192135145
11366706,119234970
11366706,54301594
11366706,320546786
11366706,340757829
11366706,88316142
11366706,81890134
11366706,393752220
11366706,160559988
11366706,196370500
11366706,85905901
11366706,233101284
11366706,314633261
11366706,182789595
11366706,314994124
113717075,318764824
11373921,190238787
11373921,285195096
113781233,400420501
11391297,78121663
11391297,129050884
113981156,396383018
114069068,330336278
114069068,125110746
114069068,128588018
114218531,309559890
114218531,79443868
114218531,20875597
114245573,144894709
114245573,56547207
114272729,135423614
114277412,205439221
114277412,24121295
114277412,338220863
114328130,341663860
114328130,29006861
114328130,106042017
114328130,66816295
114328130,107397505
114328130,4781832
114328130,116879037
114328130,9568582
114328130,264721370
114335897,317722917
114351182,30325172
114351182,371984198
114351182,384868511
114351182,234060244
114351182,109844413
114475283,51705944
114475283,148446977
11451681,235710749
1145326,333439561
114591917,144570613
114591917,302256354
114591917,302256354
114627644,190814250
114686525,314402103
114686525,40974949
114686525,281430141
114686924,73598696
114686924,219809261
114686924,134173711
114686924,153502473
114686924,110038274
114709109,400224907
114709109,95910606
114883550,202439502
114883550,202439502
114883550,225567983
114883550,109931551
114883550,61513774
114883550,68454967
114883550,253633350
114883550,50916093
114883550,331990151
114883550,402001976
114883550,61513774
114883550,101160331
114883550,395277386
114883550,212076838
114883550,202439502
114883550,183370675
114883550,94746738
114883550,395277386
114883550,35144621
114883550,16937048
114883550,253385459
114883550,229985078
114883550,228670354
114883550,160262803
114885602,251692107
114885602,192261158
114885602,292221755
114885602,91519354
114885602,244196667
114885602,162429544
114885602,377214154
114885602,292221755
114885602,271254567
114885602,14188680
114885602,61669409
114885602,21351448
114885602,320124579
114885602,18616959
114885602,162749983
114885602,91519354
114885602,316840401
114885602,167181285
114885602,271254567
114885602,102196113
114885602,259488669
114885602,58718392
114885602,282275491
114885602,357433941
114885602,193702196
114885602,316840401
115031243,253513340
115132373,234812567
115132373,396620256
115132373,241590789
115132373,199866843
115132373,380695408
115132373,342401800
115132373,195738934
115132373,40709678
115132373,213122436
115132373,95330633
115132373,37415963
115132373,86802876
115132373,192358574
115132373,142646363
115132373,354405614
115132373,293369020
115169447,173832264
115169447,134869393
115169447,98147083
115169447,101939810
115169447,303396068
11525370,95709579
115286660,313420902
115335440,262079949
115335440,134711916
115335440,307929429
115335440,342965235
115335440,140230067
115335440,230547729
115335440,277733300
115335440,199314321
115335440,247208852
115335440,242658889
115335440,323408180
115366871,273954819
115366871,294824491
115366871,203175575
115366871,344708705
115366871,221887716
115366871,47116546
115366871,347142273
115366871,124699377
115366871,319980004
115366871,402132708
115512791,254759190
115512791,254759190
115512791,341621308
115512791,101520604
115512791,47352110
115669976,187864672
115669976,296115667
115669976,165646685
115669976,306412566
115669976,304554880
115669976,187864672
115669976,2661091
115669976,404291783
115732103,260727704
115732103,209612671
115732103,122404273
115761083,221865445
115761083,269477241
115761083,34887409
115761083,64989800
115803845,300271105
115852613,163949624
115852613,358192277
115856090,250568332
115897748,76920553
115897748,273626026
115925495,251220619
115939997,110818069
115969784,105832096
11624163,369875217
11624163,64901612
11624163,369875217
116244119,77221966
116244119,273002382
116270315,179898421
116270315,334217788
116304902,401345579
116340014,54198076
116340014,298564848
116340014,104094368
116340014,265757035
116340014,334719007
116340014,95779315
116340014,310026843
116340014,249548412
116340014,79901684
116340014,156522144
116340014,32542044
116340014,202970770
116340014,240529818
116340014,339599865
116340014,122734772
116340014,213791906
116340014,217419691
116340014,372810827
116340014,367983760
116340014,170074148
116340014,264095960
116340014,249909931
116340014,23098902
116358506,49192303
116358506,346787115
116358506,26857368
116358506,191015533
116516876,307458148
116516876,330726423
116516876,238560195
116516876,231305360
116523407,119930041
116523407,382112102
116523407,360817002
116523407,360817002
116523407,360817002
116523407,119930041
116590349,70623691
116592686,188179833
116592686,180348232
116592686,403528667
116592686,363601448
116592686,172241091
116592686,211924435
116592686,331674747
116592686,391465346
116592686,382923133
116592686,24946630
116592686,382616482
116592686,117484194
116592686,130781850
116592686,88866342
116592686,49002319
116592686,329018160
116592686,55257679
116592686,329906820
116592686,230043582
116592686,259738006
116592686,179061077
116648201,252652698
116648201,319404035
116648201,114500920
116648201,75644095
116648201,118770909
116648201,163534431
116648201,220234601
116648201,46171861
116648201,198660763
116648201,277345136
116648201,217149096
116648201,203652940
116648201,302633819
116648201,368291209
116648201,100238322
116648201,258993356
116648201,3963945
116658314,102026112
116658314,118119715
116658314,28879221
116658314,53094534
116658314,327479975
116909354,145564797
116909354,22866394
116909354,254026670
116909354,387686603
116909354,273782118
116909354,212317900
117000287,190375440
117000287,8899850
117000287,314289354
117000287,3220786
117053843,174309018
117079598,159389080
117291728,100376053
117291728,95641262
117300095,27676842
117300095,84984526
117300095,273473220
117300095,110739584
117340109,56554088
117545912,114752049
11759070,88640862
11759070,88640862
11759070,88640862
11759070,74949438
11759070,134198777
11759070,88640862
117753018,203851622
117853302,254516622
117891150,264411428
117891150,159058636
117893601,233322376
117909654,117496345
117955677,145189371
117955677,145189371
118011108,273929451
118051407,67795985
118065795,86014937
11817669,90577021
118256412,384444878
118256412,373970169
118260882,362323018
118260882,205704271
118260882,215525263
118260882,304263213
118351614,204823532
118351614,99358359
118509390,216929168
118509390,114547025
118509390,309984252
118630104,386516129
118733970,272749959
118733970,134877587
118740900,74253859
118764717,216814587
118764717,233556817
118764717,362790658
118764717,369518328
118764717,29531590
118764717,172409688
118791759,82514277
118791759,233603981
118791759,8304832
118791759,283808578
118791759,105919068
118791759,203598196
118791759,403267167
118791759,4229869
118791759,58551675
118791759,105298608
11883765,74259002
11883765,123026843
11883765,367113867
11883765,258040150
11883765,378202448
118867785,369900510
118867785,243620226
118867785,318959432
118867785,227986820
118867785,399839622
118867785,256226482
118867785,213766094
118867785,180525543
119030868,384689818
119128620,212172659
119128620,27703125
119128620,200802879
119128620,395675353
119147202,323242322
119147202,165539107
119147202,194679895
119147202,144625542
119147202,155952476
119147202,50011364
119163438,133581140
119163438,312213454
119163438,312213454
119163438,143199556
119163438,312213454
119163438,291697423
119163438,312213454
119163438,291697423
11919492,394594190
119216493,132553165
119216493,103208491
119231085,51892979
119231085,162504283
119231085,383675502
119231085,315792677
119231085,275293651
119231085,382046358
119282190,14132144
119282190,288540161
119282190,254801198
119282190,188581250
119282190,53794600
119282190,380660485
119282190,287340305
119282190,12506382
119282190,309266980
119282190,165132600
119282190,120354691
119282190,392263820
119282190,53699177
119282190,34676456
119282190,298712817
119282190,304909498
119282190,252244150
119282190,166218589
119282190,171978679
119282190,171978679
119282190,276682754
119282190,124483594
119282190,370037599
119282190,276682754
119282190,185682779
119282190,188581250
119282190,313135696
119360862,387029722
119376618,372166060
119376618,63748938
119377710,157776158
119385372,174408347
119385372,90520270
119385372,90520270
119387424,132516779
119387424,12731110
119387424,41642366
119387424,392831908
119486616,312375534
119486616,57248620
119486616,397073579
119486616,165365431
119486616,81644870
119486616,296699152
119486616,229644759
119486616,267069717
119603841,297378656
119603841,213039310
119604288,87298668
119604288,399998256
119604288,313112239
119604288,151037000
119604288,94367504
119604288,59752762
119604288,357123800
119604288,55503940
119604288,104639163
119604288,213449775
119604288,193301381
119604288,85285439
119604288,185992600
119604288,397054218
119604288,400557384
119604288,64979045
119604288,120509217
119604288,254544110
119604288,35523348
119643342,328344982
119643342,38359527
119648178,61002549
119742135,237122772
119742135,132705992
119742135,99840223
119877840,100680477
119877840,69583380
119930406,316679391
119930406,280246006
119933988,343066899
119933988,193700300
119933988,278399492
119933988,246411420
119933988,263966358
119933988,61199916
119933988,309923195
119933988,224397957
119933988,46671436
119933988,253260783
119933988,289970319
119933988,324717249
119933988,105247453
119933988,7673077
119933988,277078894
119933988,172919077
119933988,274618567
119969418,349221984
120169192,96477144
120220219,238123305
120336943,76210717
120336943,364936784
12036540,156425621
120386956,97041394
120430102,238390216
120430102,104621235
120430102,296863616
120567898,27138200
120567898,35926893
120680836,363019586
120690949,167972960
120718216,216157994
120718216,18701735
120718216,17640655
120775045,214458925
120881452,59365283
120929743,384719309
120929743,85543409
12094728,135913030
12094728,259466170
12094728,105561420
121008788,294610641
121016810,138708500
121016810,389809959
121016810,51051534
121016810,373988734
121016810,353627697
121016810,354111893
121016810,79799114
121016810,207068652
121016810,106974033
121016810,380330552
121016810,68025278
121048688,208843421
121077230,155198224
121077230,18704751
121077230,124270013
121077230,398917306
12118803,44181165
12118803,148895379
12118803,242633231
121194197,203794548
121194197,138510398
121194197,344575185
121225202,213495008
121433186,66612355
121433186,96719193
121433186,57024352
121433186,225874715
12149436,145027239
121568891,146779080
121568891,3221364
121568891,320076200
121568891,207014692
121568891,241072026
121568891,146627353
121568891,141531131
121568891,288004351
121568891,399516391
121568891,147886737
121568891,317109649
121568891,231098210
121568891,276600654
121568891,282917629
121568891,283513621
121568891,46792951
121568891,140348141
121568891,248956485
121568891,365806880
121568891,121556744
121568891,313063425
121568891,369427421
121568891,93635821
121568891,41579456
121568891,40737403
121568891,329336714
121568891,176964001
121592750,368737763
121592750,222559549
121646765,321521111
121760549,22589587
121847381,384411623
121883405,164318725
121883405,368485748
121883405,109804719
121883405,41003658
121883405,78397558
121883405,282343231
121883405,253331738
121883405,197576749
121883405,349199984
121883405,85884290
121883405,172819998
121883405,22711099
121883405,271705542
121883405,401061336
121883405,274749242
121883405,314562951
121883405,154296897
121883405,97710550
121918439,350961276
121918439,118314443
121918439,286638586
121918439,49657830
121986074,190092081
121986074,360130830
122052416,274402578
122229572,37289230
122229572,92825052
122229572,261850484
122317958,387613353
122354162,51483513
122354162,41314783
122354162,96795257
122354162,148582091
122354162,93944528
122354162,236987700
122357858,115348056
122357858,222439594
122357858,242725915
122357858,219583011
122357858,123339153
122363030,175675948
122363030,261990937
122363030,281699685
122407730,219348350
12257382,273788712
12257382,185913169
12257382,139246054
122632358,213449304
122744693,35870152
122744693,296252683
122744693,238132323
122744693,369113124
122744693,130213028
122744693,16654382
122744693,35870152
122744693,279058443
122744693,129747566
122753960,307923510
122753960,307923510
123035069,99467983
123059132,347239857
123059132,374886283
1230814,148164331
1230814,253159894
1230814,235668701
1230814,255689351
1230814,133899598
1230814,397893821
1230814,142317398
123122894,186693269
123122894,87646694
123122894,82335568
123122894,236478673
123122894,110380405
123122894,275126079
123122894,245229122
123122894,247206593
123122894,93828275
123122894,101415143
123211175,331856709
123211175,249506978
123211175,398204635
123211175,178346246
123211175,283715798
123211175,327231925
123211175,339983141
123211175,103342519
123211175,212392036
123211175,99529091
123211175,7832938
123211175,398204635
123327614,225855899
123458930,136323597
123458930,332990933
123458930,283778637
12361452,38115064
12361452,251638854
12361452,199334854
12361452,207765761
12361452,75169192
12361452,214391460
12361452,63608150
12361452,321843998
